name,street,model,bedrooms,bathrooms,district,region,planning_area,subszone,lat,lng,tenure,built_year,no_of_units,area_size,price
nv residences,83 pasir ris grove ,condominium,2.0,2.0,18,east region,pasir ris,pasir ris central,1.3714701111373002,103.944466035434,0,2013.0,642.0,904.0,1056000.0
jurong west central 3,jurong west central 3,apartment,3.0,3.0,22,west region,jurong west,jurong west central,1.3393150403200502,103.705350996191,0,2009.0,610.0,1722.0,1969000.0
studio8,jalan ayer,apartment,2.0,2.0,14,central region,kallang,kampong bugis,1.3111093747767602,103.873025954425,1,2014.0,28.0,861.0,1419000.0
meyer mansion,meyer road,apartment,2.0,2.0,15,central region,marine parade,mountbatten,1.29647219511777,103.891034649257,1,1930.0,200.0,689.0,2190100.0
watertown,71 punggol central ,apartment,1.0,1.0,19,north-east region,punggol,punggol town centre,1.40592308489822,103.901923944038,0,2017.0,992.0,603.0,990000.0
meyerhouse,meyer road,condominium,4.0,5.0,15,central region,marine parade,mountbatten,1.2983271637053,103.893447598793,1,2021.0,56.0,2820.0,7678000.0
palm isles,32 flora drive ,condominium,1.0,1.0,17,east region,pasir ris,flora drive,1.35688865505981,103.964194147192,0,2015.0,429.0,506.0,715000.0
the antares,mattar road,apartment,3.0,2.0,14,central region,geylang,macpherson,1.32550014170954,103.882891463503,0,2014.0,265.0,883.0,1720400.0
one bernam,bernam street,apartment,2.0,2.0,2,central region,downtown core,anson,1.2738629435052,103.843710484506,0,1930.0,351.0,731.0,1848000.0
tanamera crest,10 pari dedap walk ,condominium,3.0,3.0,16,east region,bedok,bedok north,1.3328959544299,103.942424162525,0,2004.0,288.0,1173.0,1210000.0
ecopolitan,130 punggol walk ,executive condominium,4.0,3.0,19,north-east region,punggol,matilda,1.4013165856433,103.896846258075,0,2016.0,512.0,1141.0,1408000.0
the lilium,how sun road,condominium,2.0,2.0,19,north-east region,serangoon,upper paya lebar,1.34553420682452,103.880737418528,1,2021.0,80.0,710.0,1639000.0
midtown modern,tan quee lan street,apartment,1.0,1.0,7,central region,downtown core,bugis,1.29850522262382,103.857088439281,0,1930.0,558.0,409.0,1617000.0
marina collection,13 cove drive ,condominium,4.0,3.0,4,central region,southern islands,sentosa,1.24297424636053,103.839164641252,0,2011.0,124.0,2519.0,5087500.0
oasis @ elias,elias road,condominium,3.0,3.0,18,east region,pasir ris,pasir ris west,1.3769571451996,103.94163737409,0,2011.0,388.0,1540.0,1650000.0
haus on handy,mount sophia,condominium,2.0,1.0,9,central region,rochor,mount emily,1.30062300223401,103.846766553608,0,2018.0,188.0,571.0,1210000.0
nouvel 18,anderson road,condominium,3.0,3.0,10,central region,newton,orange grove,1.31083945362027,103.828325367461,1,2014.0,156.0,1582.0,5170000.0
the skywoods,dairy farm heights,condominium,2.0,2.0,23,west region,bukit panjang,dairy farm,1.36511741418017,103.77187324567,0,2016.0,420.0,1024.0,1595000.0
lloyd sixtyfive,65 lloyd road ,apartment,2.0,3.0,9,central region,river valley,oxley,1.2972729466104298,103.838940257017,1,2016.0,76.0,1841.0,5559400.0
the tre ver,potong pasir avenue 1,condominium,2.0,1.0,13,central region,toa payoh,potong pasir,1.3365299408777,103.865336019055,0,2012.0,729.0,624.0,1298000.0
fourth avenue residences,fourth avenue,apartment,1.0,1.0,10,central region,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,1930.0,476.0,506.0,1260600.0
midtown modern,tan quee lan street,apartment,4.0,3.0,7,central region,downtown core,bugis,1.29850522262382,103.857088439281,0,1930.0,558.0,1442.0,4112900.0
turquoise,51 cove drive ,condominium,5.0,4.0,4,central region,southern islands,sentosa,1.2429639958111298,103.83710621358802,0,2010.0,91.0,2433.0,4553700.0
the woodleigh residences,23 bidadari park drive ,apartment,4.0,3.0,13,central region,toa payoh,bidadari,1.3388489988881498,103.871424136458,0,1960.0,667.0,1281.0,3228500.0
stevens loft,6 stevens loft ,apartment,1.0,1.0,10,central region,tanglin,nassim,1.3179326128255802,103.826490590389,1,2003.0,28.0,1163.0,1925000.0
suites @ paya lebar,418 suites @ paya lebar ,apartment,2.0,2.0,19,north-east region,hougang,tai seng,1.35039408203348,103.87997938353,1,2013.0,99.0,614.0,1021800.0
parc clematis,jalan lempeng,apartment,2.0,1.0,5,west region,clementi,faber,1.31710645052527,103.758947292195,0,1930.0,1468.0,721.0,1268300.0
verdure,holland road,condominium,4.0,4.0,10,central region,tanglin,ridout,1.30899937042874,103.807302268297,1,2012.0,75.0,1732.0,3850000.0
tre residences,geylang east avenue 1,condominium,2.0,1.0,14,central region,geylang,aljunied,1.31721501497667,103.884668916461,0,2018.0,250.0,678.0,1122000.0
sophia hills,11 mount sophia ,condominium,2.0,1.0,9,central region,rochor,mount emily,1.3003693778486498,103.847286583786,0,2018.0,493.0,570.0,1320000.0
tedge,328 changi road ,apartment,4.0,3.0,14,east region,bedok,frankel,1.3180672677588998,103.908811491066,1,1960.0,42.0,1184.0,1999600.0
the florence residences,hougang avenue 2,apartment,3.0,2.0,19,north-east region,hougang,kovan,1.36721571020099,103.887069987475,0,1930.0,1410.0,926.0,1559800.0
the crest,101 prince charles crescent ,condominium,3.0,3.0,3,central region,bukit merah,alexandra north,1.29269478978815,103.820411467009,0,2017.0,469.0,1195.0,2695000.0
lucida,suffolk road,apartment,4.0,4.0,11,central region,novena,moulmein,1.31464830253379,103.844819093226,1,2011.0,62.0,4176.0,7441500.0
phoenix residences,phoenix avenue,apartment,2.0,1.0,23,west region,bukit batok,gombak,1.37525459469413,103.757531008357,0,2005.0,74.0,560.0,932800.0
waterbank at dakota,dakota crescent,condominium,5.0,5.0,14,central region,geylang,aljunied,1.30665815996221,103.888087858364,0,2013.0,616.0,2820.0,5500000.0
the santorini,tampines street 86,condominium,2.0,2.0,18,east region,tampines,tampines west,1.35166623960192,103.92816568817,0,2017.0,597.0,904.0,1210000.0
one shenton,1 shenton way ,apartment,5.0,4.0,1,central region,downtown core,cecil,1.27929478959373,103.850552555075,0,2011.0,341.0,1874.0,4826800.0
park nova,tomlinson road,apartment,3.0,4.0,10,central region,orchard,tanglin,1.3036862120666202,103.825629004285,1,1930.0,54.0,2207.0,10634800.0
shunfu road,shunfu road,condominium,3.0,2.0,20,central region,bishan,upper thomson,1.35200745401591,103.837031862103,0,2015.0,1206.0,1012.0,1924700.0
the minton,hougang street 11,condominium,1.0,1.0,19,north-east region,hougang,lorong ah soo,1.3513904432788,103.881242080921,0,2013.0,1145.0,700.0,968000.0
one pearl bank,1 pearl bank ,apartment,2.0,1.0,3,central region,outram,pearl's hill,1.2829614865958898,103.839814598308,0,1930.0,774.0,700.0,2043800.0
parc greenwich,fernvale lane,condominium,3.0,3.0,28,north-east region,sengkang,fernvale,1.38915074349074,103.870336091468,0,2016.0,496.0,1000.0,1340900.0
the arcadia,arcadia road,condominium,4.0,4.0,11,central region,bukit timah,hillcrest,1.33337474399547,103.81127563155898,0,1983.0,164.0,3715.0,4015000.0
the landmark,173 chin swee road ,condominium,2.0,2.0,3,central region,outram,pearl's hill,1.28617084485828,103.839567626644,0,2020.0,396.0,764.0,1875500.0
soho 188,188 race course road ,apartment,1.0,1.0,8,central region,rochor,farrer park,1.31119207325572,103.85327574283,1,2008.0,49.0,452.0,814000.0
marina one residences,marina way,apartment,2.0,2.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,1173.0,2612500.0
canninghill piers,1 canninghill piers ,condominium,2.0,1.0,6,central region,singapore river,clarke quay,1.2914248297393,103.844383363038,0,1970.0,696.0,538.0,1760000.0
amber 45,amber road,apartment,4.0,4.0,15,central region,marine parade,marine parade,1.30234997893113,103.901267900768,1,2020.0,139.0,1592.0,4644200.0
dairy farm residences,dairy farm lane,apartment,2.0,2.0,23,west region,bukit panjang,dairy farm,1.3655707838852,103.77504908361,0,1930.0,460.0,775.0,1396600.0
120 grange,120 grange road ,apartment,2.0,2.0,10,central region,river valley,one tree hill,1.29997909930352,103.825522814492,1,2021.0,56.0,678.0,1980000.0
rv residences,463 river valley road ,condominium,2.0,2.0,10,central region,tanglin,chatsworth,1.29434105060757,103.828440282424,1,2015.0,248.0,678.0,1738000.0
holland grove road,18 holland grove road ,apartment,1.0,1.0,10,central region,bukit timah,ulu pandan,1.31675718224416,103.783239125241,1,2006.5,134.0,635.0,1361800.0
casa al mare,jalan loyang besar,apartment,3.0,2.0,17,east region,pasir ris,pasir ris park,1.37785629605717,103.957089619973,1,2021.0,49.0,764.0,1320000.0
lumiere,2 mistri road ,apartment,2.0,2.0,2,central region,downtown core,tanjong pagar,1.27426245685335,103.846025087372,0,2010.0,168.0,1001.0,2030600.0
parc centros,90 punggol central ,condominium,4.0,3.0,19,north-east region,punggol,matilda,1.40284161503439,103.90403682739,0,2016.0,618.0,1141.0,1672000.0
normanton park,normanton park,apartment,3.0,2.0,5,central region,queenstown,kent ridge,1.28749505390492,103.793610594541,0,1930.0,1862.0,829.0,1696200.0
adana @ thomson,10 old upper thomson road ,apartment,2.0,2.0,20,north-east region,ang mo kio,sembawang hills,1.36951715154198,103.827862392894,1,2018.0,74.0,560.0,1133000.0
roxy square,east coast road,apartment,2.0,2.0,15,central region,marine parade,marine parade,1.30433308408718,103.904060346056,1,1991.0,111.0,1258.0,2035000.0
skyline @ orchard boulevard,23 angullia park ,apartment,3.0,3.0,9,central region,river valley,one tree hill,1.30315428073007,103.829577548446,1,2015.0,40.0,2067.0,8868200.0
daintree residence,11a toh tuck road ,condominium,1.0,1.0,21,central region,bukit timah,anak bukit,1.3400009860617,103.770869889236,0,2021.0,327.0,549.0,1023000.0
hedges park condominium,87 flora drive ,condominium,4.0,3.0,17,east region,pasir ris,flora drive,1.35463879164421,103.967836197125,0,2015.0,501.0,1539.0,1859000.0
the gazania,5 how sun drive ,condominium,3.0,2.0,19,north-east region,serangoon,upper paya lebar,1.34478691681927,103.878778848783,1,1945.0,250.0,850.0,2026200.0
city edge,18 moulmein rise ,apartment,3.0,2.0,11,central region,novena,moulmein,1.31953328897071,103.84662602278,1,2007.0,49.0,830.0,1870000.0
trilive,115 tampines road ,condominium,2.0,2.0,19,north-east region,hougang,lorong ah soo,1.36227688995884,103.89132907421,1,2018.0,222.0,624.0,1265000.0
waterscape at cavenagh,65d cavenagh road ,apartment,2.0,2.0,9,central region,newton,monk's hill,1.30441601451037,103.841058762776,1,2014.0,200.0,1184.0,2626800.0
marina bay residences,marina boulevard,condominium,1.0,1.0,1,central region,downtown core,central subzone,1.279625798918,103.854987203774,0,2010.0,428.0,710.0,1705000.0
robin residences,5 robin drive ,condominium,3.0,2.0,10,central region,tanglin,nassim,1.31894751459808,103.828273521858,1,2015.0,134.0,1615.0,4136000.0
one bernam,bernam street,apartment,3.0,3.0,2,central region,downtown core,anson,1.2738629435052,103.843710484506,0,1930.0,351.0,1421.0,4562800.0
penrose,20 sims drive ,apartment,3.0,3.0,14,central region,geylang,aljunied,1.31941278190941,103.8794959606,0,1960.0,566.0,1184.0,2217600.0
the tampines trilliant,tampines central 7,condominium,3.0,2.0,18,east region,tampines,tampines east,1.35892339007701,103.940498383792,0,2015.0,670.0,1001.0,1650000.0
parkwood residences,yio chu kang road,apartment,5.0,4.0,19,north-east region,hougang,kovan,1.36652661429401,103.875828348014,0,1930.0,18.0,1905.0,3049200.0
marina one residences,marina way,apartment,3.0,3.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,1582.0,5264600.0
forett@bukit timah,32 toh tuck road ,apartment,2.0,1.0,21,central region,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,1930.0,258.0,570.0,1342000.0
nouvel 18,16 anderson road ,condominium,3.0,3.0,10,central region,newton,orange grove,1.31083945362027,103.828325367461,1,2014.0,156.0,1765.0,5808000.0
leedon residence,leedon heights,condominium,2.0,2.0,10,central region,bukit timah,farrer court,1.31271363894631,103.800983401533,1,2015.0,381.0,1044.0,3168000.0
casa al mare,jalan loyang besar,apartment,2.0,2.0,17,east region,pasir ris,pasir ris park,1.37785629605717,103.957089619973,1,2021.0,49.0,775.0,1444300.0
city square residences,12 kitchener link ,condominium,1.0,1.0,8,central region,kallang,lavender,1.31034077629306,103.857232400901,1,2008.0,910.0,570.0,1087800.0
eden residences capitol,stamford road,apartment,4.0,5.0,6,central region,downtown core,city hall,1.29298775382221,103.851046829843,0,2016.0,39.0,6469.0,26599900.0
honolulu tower,341 bukit timah road ,apartment,5.0,5.0,10,central region,tanglin,nassim,1.31809073406194,103.831076582966,1,1985.0,30.0,5823.0,15268000.0
ki residences at brookvale,brookvale drive,condominium,3.0,3.0,21,west region,clementi,sunset way,1.33102936528877,103.767519926051,1,1930.0,660.0,1173.0,2412300.0
neem tree,jalan kemaman,apartment,2.0,1.0,12,central region,novena,balestier,1.32736646893517,103.851568376064,1,2018.0,84.0,506.0,1100000.0
the tre ver,potong pasir avenue 1,condominium,1.0,1.0,13,central region,toa payoh,potong pasir,1.3365299408777,103.865336019055,0,2012.0,729.0,495.0,968000.0
alba,cairnhill rise,apartment,3.0,4.0,9,central region,newton,cairnhill,1.3074153524008705,103.83971731014,1,2015.0,50.0,2303.0,7810000.0
the rochester residences,33 rochester drive ,apartment,3.0,3.0,5,central region,queenstown,one north,1.30521073390523,103.788340566447,0,2011.0,366.0,1864.0,2860000.0
skypark residences,sembawang crescent,executive condominium,3.0,3.0,27,north region,sembawang,sembawang central,1.44405152662976,103.819525889968,0,2016.0,506.0,1141.0,1298000.0
altez,16 enggor street ,apartment,2.0,2.0,2,central region,downtown core,tanjong pagar,1.27461794103822,103.844319553688,0,2014.0,280.0,1184.0,3509000.0
one pearl bank,pearl bank,apartment,1.0,1.0,3,central region,outram,pearl's hill,1.2829614865958898,103.839814598308,0,1930.0,774.0,431.0,1252900.0
midtown bay,beach road,apartment,2.0,2.0,7,central region,downtown core,city hall,1.2963566643980902,103.85736876917,0,2021.0,219.0,732.0,2272200.0
eight riversuites,whampoa east,condominium,3.0,3.0,12,central region,kallang,bendemeer,1.3218204074661002,103.864744134712,0,2016.0,862.0,1033.0,1848000.0
sengkang grand residences,compassvale bow,apartment,2.0,2.0,19,north-east region,sengkang,compassvale,1.3823880275650702,103.892136541911,0,2016.0,680.0,678.0,1231100.0
rymden 77,77 lorong h telok kurau ,apartment,4.0,3.0,15,east region,bedok,frankel,1.31671012798955,103.911427920628,1,1930.0,31.0,1184.0,2267000.0
marina one residences,23 marina way ,apartment,3.0,2.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,1593.0,4054600.0
symphony suites,yishun close,condominium,4.0,3.0,27,north region,yishun,yishun east,1.43456191549725,103.844362842957,0,2018.0,660.0,1024.0,1395800.0
lucida,2 suffolk road ,apartment,4.0,5.0,11,central region,novena,moulmein,1.31464830253379,103.844819093226,1,2011.0,62.0,4176.0,7480000.0
midtown modern,tan quee lan street,apartment,2.0,1.0,7,central region,downtown core,bugis,1.29850522262382,103.857088439281,0,1930.0,558.0,409.0,1562000.0
cuscaden reserve,cuscaden road,condominium,1.0,1.0,10,central region,orchard,tanglin,1.30361011228586,103.825167160428,0,1799.0,192.0,700.0,2593800.0
the atelier,makeway avenue,apartment,1.0,1.0,9,central region,novena,moulmein,1.31283039144925,103.841544287772,1,1930.0,120.0,549.0,1669800.0
the line @ tanjong rhu,tanjong rhu road,condominium,2.0,1.0,15,central region,kallang,tanjong rhu,1.2984373006061298,103.884408021083,1,2016.0,130.0,570.0,1628000.0
peak residence,337 thomson road ,condominium,1.0,1.0,11,central region,novena,malcolm,1.32534460429598,103.840724426682,1,2013.0,90.0,539.0,1373200.0
the jovell,11 flora drive ,condominium,4.0,2.0,17,east region,pasir ris,flora drive,1.35823032280321,103.965573132382,0,1930.0,428.0,1270.0,1901900.0
view at kismis,25 lorong kismis ,apartment,5.0,4.0,21,central region,bukit timah,anak bukit,1.33791248308456,103.770035329799,0,1960.0,186.0,1270.0,2327600.0
parc greenwich,fernvale lane,executive condominium,4.0,3.0,28,north-east region,sengkang,fernvale,1.38915074349074,103.870336091468,0,2016.0,496.0,1206.0,1705000.0
midtown residences,1189 upper serangoon road ,apartment,2.0,2.0,19,north-east region,hougang,hougang central,1.37073588285709,103.895120805047,0,2016.0,160.0,635.0,1023000.0
the atelier,2 makeway avenue ,apartment,3.0,2.0,9,central region,novena,moulmein,1.31283039144925,103.841544287772,1,1930.0,120.0,1173.0,3484800.0
high park residences,31 fernvale road ,apartment,1.0,1.0,28,north-east region,sengkang,fernvale,1.39533706922149,103.874460340558,0,2019.0,1390.0,388.0,604800.0
holland grove road,holland grove road,condominium,4.0,4.0,10,central region,bukit timah,ulu pandan,1.31672581051651,103.78420830194,0,2017.0,119.0,3068.0,7501900.0
sophia hills,11 mount sophia ,condominium,4.0,3.0,9,central region,rochor,mount emily,1.3003693778486498,103.847286583786,0,2018.0,493.0,1539.0,3762000.0
the watergardens at canberra,canberra drive,apartment,3.0,2.0,27,north region,sembawang,sembawang springs,1.43919858389734,103.829104449216,0,1930.0,448.0,958.0,1529000.0
verticus,jalan kemaman,apartment,2.0,1.0,12,central region,novena,balestier,1.3263563813243202,103.850660162189,1,1960.0,162.0,441.0,976800.0
the clift,mccallum street,apartment,1.0,1.0,1,central region,downtown core,cecil,1.27940014288617,103.847329579148,0,2011.0,312.0,506.0,1177000.0
